project_id,project_name,app_id,app_name,app_user_id,first_seen_at,last_seen_at,last_seen_app_version,last_seen_ip_country,last_seen_platform,last_seen_platform_version,last_seen_sdk_version,last_seen_locale,price_experiment_id,price_experiment_variant,has_made_sandbox_purchase,latest_entitlement,latest_product,is_rc_promo,first_purchase_at,most_recent_purchase_at,trial_start_at,trial_end_at,most_recent_renewal_at,latest_expiration_at,subscription_opt_out_at,trial_opt_out_at,total_renewals,total_spent,latest_store,latest_store_country,latest_auto_renew_intent,all_purchased_product_ids,most_recent_billing_issues_at,status,latest_offer,latest_offer_type,latest_purchased_offering,latest_ownership_type,email,phone_number,media_source,campaign,ad_group,ad,keyword,creative,idfa,idfv,gps_ad_id,custom_attributes
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_10,1669039118808,1725369676208,Version 1.0,CA,Stripe,Version 12.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1696377549413,1668130204156,1717473795419,1628704207294,1646559019391,1601999463963,1591851465373.0,1677452904057.0,0,164.23,Web,US,f,prod_3,1732802855936.0,Expired,,,,PURCHASED,user10@example.com,,facebook,campaign_10,ad_group_10,ad_10,keyword_10,creative_10,idfa_10,idfv_10,gps_ad_id_10,"{""attribute_key"": ""value_10""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_11,1728462681490,1615840916899,Version 2.0,US,Android,Version 13.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1608725763630,1635719491636,1594833079431,1731598400962,1711761448695,1624868414773,1718896039870.0,1670197234684.0,4,221.16,Web,GB,f,"prod_1,prod_1,prod_2",1619349884883.0,Active,,,,PURCHASED,user11@example.com,,facebook,campaign_11,ad_group_11,ad_11,keyword_11,creative_11,idfa_11,idfv_11,gps_ad_id_11,"{""attribute_key"": ""value_11""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_12,1601122715980,1602105360145,Version 2.0,GB,iOS,Version 15.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,f,1580335339877,1656306733561,1638726857878,1723011308052,1702786588085,1671913302187,,,2,294.39,App Store,GB,f,"prod_1,prod_3",1632414582692.0,Sandbox,,,,PURCHASED,user12@example.com,,organic,campaign_12,ad_group_12,ad_12,keyword_12,creative_12,idfa_12,idfv_12,gps_ad_id_12,"{""attribute_key"": ""value_12""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_13,1668926939563,1643335803107,Version 2.0,US,iOS,Version 13.0,3.0.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1732410105601,1627880481414,1694885414396,1620805702234,1602152816257,1658851527342,,,0,745.1,Web,AU,t,"prod_5,prod_2",,Expired,,,,PURCHASED,user13@example.com,,facebook,campaign_13,ad_group_13,ad_13,keyword_13,creative_13,idfa_13,idfv_13,gps_ad_id_13,"{""attribute_key"": ""value_13""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_14,1632928574230,1626938695517,Version 1.0,CA,iOS,Version 12.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1638860075961,1720348951218,1605571926026,1606419668939,1661981442423,1652068793023,1596423438888.0,1681242789338.0,2,306.42,Web,GB,t,"prod_2,prod_2,prod_3",1592751545598.0,Active,,,,PURCHASED,user14@example.com,,facebook,campaign_14,ad_group_14,ad_14,keyword_14,creative_14,idfa_14,idfv_14,gps_ad_id_14,"{""attribute_key"": ""value_14""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_15,1672943255561,1726377041683,Version 3.0,AU,Stripe,Version 10.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1638123141987,1734110073661,1727567429103,1595620060206,1675577456220,1586800234246,,,0,626.67,Google Play,GB,t,"prod_2,prod_1,prod_2",1632718848285.0,Active,,,,PURCHASED,user15@example.com,,organic,campaign_15,ad_group_15,ad_15,keyword_15,creative_15,idfa_15,idfv_15,gps_ad_id_15,"{""attribute_key"": ""value_15""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_16,1653909756359,1721410979101,Version 3.0,AU,Stripe,Version 12.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_3,t,1646702887114,1711112521463,1606887455182,1591090244722,1633440757318,1704028896367,,1716176959659.0,0,106.31,App Store,AU,t,"prod_4,prod_1,prod_3",1581414824137.0,Non-subscription,,,,PURCHASED,user16@example.com,,organic,campaign_16,ad_group_16,ad_16,keyword_16,creative_16,idfa_16,idfv_16,gps_ad_id_16,"{""attribute_key"": ""value_16""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_17,1711802175576,1716211061436,Version 2.0,GB,Android,Version 14.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1717889217844,1616651776013,1689797088135,1669845006213,1658346401298,1607621626239,,,3,807.57,Web,GB,f,"prod_3,prod_5,prod_4",1711487367525.0,Active,,,,PURCHASED,user17@example.com,,google,campaign_17,ad_group_17,ad_17,keyword_17,creative_17,idfa_17,idfv_17,gps_ad_id_17,"{""attribute_key"": ""value_17""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_18,1605805843077,1668170320214,Version 2.0,GB,Stripe,Version 15.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1673012332643,1697903715003,1582300853300,1703751776296,1644772883247,1709916718486,1686775561068.0,,5,579.4,App Store,AU,t,prod_5,1629145603121.0,Active,,,,PURCHASED,user18@example.com,,google,campaign_18,ad_group_18,ad_18,keyword_18,creative_18,idfa_18,idfv_18,gps_ad_id_18,"{""attribute_key"": ""value_18""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_19,1668044281395,1586922733977,Version 2.0,AU,Stripe,Version 10.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_3,f,1583125123091,1714614189327,1678622362163,1624434430681,1591881734366,1628995391984,,1697973236662.0,1,418.21,Web,AU,t,"prod_2,prod_5",1692243645147.0,Active,,,,PURCHASED,user19@example.com,,facebook,campaign_19,ad_group_19,ad_19,keyword_19,creative_19,idfa_19,idfv_19,gps_ad_id_19,"{""attribute_key"": ""value_19""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_20,1606968843285,1650037888838,Version 2.0,AU,Stripe,Version 10.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1706287336555,1670620706612,1686600858739,1707850870349,1662576019060,1598142446982,1716975669195.0,,1,343.22,Web,US,f,"prod_2,prod_3",,Non-subscription,,,,PURCHASED,user20@example.com,,google,campaign_20,ad_group_20,ad_20,keyword_20,creative_20,idfa_20,idfv_20,gps_ad_id_20,"{""attribute_key"": ""value_20""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_21,1728576470111,1623513235210,Version 2.0,,iOS,Version 10.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1639404855449,1628881828709,1729563034069,1605772920027,1685233090239,1707047083546,1694290522241.0,1607529463700.0,0,943.48,Web,GB,t,"prod_3,prod_3,prod_4",,Non-subscription,,,,FAMILY_SHARED,user21@example.com,,organic,campaign_21,ad_group_21,ad_21,keyword_21,creative_21,idfa_21,idfv_21,gps_ad_id_21,"{""attribute_key"": ""value_21""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_22,1618602941515,1716939220981,Version 1.0,GB,Stripe,Version 13.0,3.1.0,en_GB,,,t,rc_promo_promotional_testing_lifetime,prod_3,t,1669138652441,1604036989309,1685550681918,1691285666937,1722613900589,1635894074604,1580515980197.0,1652813727658.0,5,110.74,Google Play,GB,t,prod_3,,Sandbox,,,,PURCHASED,user22@example.com,,google,campaign_22,ad_group_22,ad_22,keyword_22,creative_22,idfa_22,idfv_22,gps_ad_id_22,"{""attribute_key"": ""value_22""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_23,1632638957732,1600156125415,Version 3.0,,Android,Version 14.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1601566340174,1708288468618,1622049853661,1642627109168,1691184719973,1581223414172,,,3,330.95,Web,AU,f,"prod_2,prod_1",1688885521760.0,Active,,,,PURCHASED,user23@example.com,,organic,campaign_23,ad_group_23,ad_23,keyword_23,creative_23,idfa_23,idfv_23,gps_ad_id_23,"{""attribute_key"": ""value_23""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_24,1619251355297,1580489677642,Version 1.0,,iOS,Version 12.0,3.1.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_4,f,1715120722168,1682729569561,1727425999375,1604964308486,1692111472720,1643419869641,,1584946360724.0,5,292.53,App Store,US,f,"prod_3,prod_5,prod_4",,Active,,,,PURCHASED,user24@example.com,,facebook,campaign_24,ad_group_24,ad_24,keyword_24,creative_24,idfa_24,idfv_24,gps_ad_id_24,"{""attribute_key"": ""value_24""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_25,1631248277300,1718148908865,Version 1.0,,Stripe,Version 13.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1610480304057,1632305902909,1625159199793,1605817563512,1695249376781,1582638562387,1708013730201.0,,3,557.89,App Store,US,f,prod_5,,Active,,,,PURCHASED,user25@example.com,,google,campaign_25,ad_group_25,ad_25,keyword_25,creative_25,idfa_25,idfv_25,gps_ad_id_25,"{""attribute_key"": ""value_25""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_26,1709867068823,1648750901088,Version 1.0,US,iOS,Version 10.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1653262907708,1592117691260,1636371812287,1692862729948,1643747828020,1715627359618,1653052960624.0,,1,344.95,Web,GB,t,prod_3,1690441007722.0,Sandbox,,,,FAMILY_SHARED,user26@example.com,,facebook,campaign_26,ad_group_26,ad_26,keyword_26,creative_26,idfa_26,idfv_26,gps_ad_id_26,"{""attribute_key"": ""value_26""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_27,1608388143876,1698058729891,Version 2.0,US,iOS,Version 10.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_3,t,1647088372631,1637895270480,1594518540419,1596537403071,1648617384526,1618055387029,,1665330748173.0,5,342.32,Google Play,AU,f,prod_2,,Non-subscription,,,,FAMILY_SHARED,user27@example.com,,organic,campaign_27,ad_group_27,ad_27,keyword_27,creative_27,idfa_27,idfv_27,gps_ad_id_27,"{""attribute_key"": ""value_27""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_28,1677103231999,1632920457630,Version 3.0,GB,iOS,Version 13.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1589287355008,1665972020380,1677769594610,1601532823706,1641063296641,1726348103506,,1606160151899.0,5,472.67,Google Play,GB,t,"prod_5,prod_1,prod_5",,Sandbox,,,,FAMILY_SHARED,user28@example.com,,google,campaign_28,ad_group_28,ad_28,keyword_28,creative_28,idfa_28,idfv_28,gps_ad_id_28,"{""attribute_key"": ""value_28""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_29,1641782795521,1634668574011,Version 1.0,US,Android,Version 10.0,3.2.0,en_GB,,,t,rc_promo_promotional_testing_lifetime,prod_1,f,1580646340552,1680843400888,1723888434410,1670585697749,1598151664768,1597520725943,,1624510936245.0,1,46.48,Web,AU,t,"prod_2,prod_5,prod_5",1594795102055.0,Expired,,,,PURCHASED,user29@example.com,,facebook,campaign_29,ad_group_29,ad_29,keyword_29,creative_29,idfa_29,idfv_29,gps_ad_id_29,"{""attribute_key"": ""value_29""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_30,1621484121468,1674597957087,Version 2.0,AU,Android,Version 10.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1626473329929,1703941068094,1702404235323,1650720643116,1683559278176,1730161375848,1591657036014.0,1711435242086.0,4,580.61,Web,US,f,"prod_4,prod_2,prod_2",1707366288440.0,Expired,,,,PURCHASED,user30@example.com,,facebook,campaign_30,ad_group_30,ad_30,keyword_30,creative_30,idfa_30,idfv_30,gps_ad_id_30,"{""attribute_key"": ""value_30""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_31,1693054762190,1623538478245,Version 1.0,AU,iOS,Version 14.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1681170730671,1598205302431,1653618043482,1707028327863,1716759493250,1703507540630,1627789242409.0,1687495180860.0,4,327.58,App Store,AU,f,"prod_5,prod_3",1674116931043.0,Non-subscription,,,,PURCHASED,user31@example.com,,google,campaign_31,ad_group_31,ad_31,keyword_31,creative_31,idfa_31,idfv_31,gps_ad_id_31,"{""attribute_key"": ""value_31""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_32,1671474570387,1629247833059,Version 3.0,GB,Android,Version 11.0,3.0.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1658629246323,1700911044341,1658294478025,1727645660355,1721660330487,1686402953635,1690252538540.0,,3,166.49,Google Play,GB,f,prod_1,,Active,,,,PURCHASED,user32@example.com,,google,campaign_32,ad_group_32,ad_32,keyword_32,creative_32,idfa_32,idfv_32,gps_ad_id_32,"{""attribute_key"": ""value_32""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_33,1725860013636,1654900456109,Version 1.0,GB,iOS,Version 10.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1680680025333,1612225292286,1720167575089,1699464738918,1677682038698,1671009476968,,1672683927541.0,5,84.13,App Store,GB,t,"prod_1,prod_3,prod_3",1584830041435.0,Expired,,,,PURCHASED,user33@example.com,,organic,campaign_33,ad_group_33,ad_33,keyword_33,creative_33,idfa_33,idfv_33,gps_ad_id_33,"{""attribute_key"": ""value_33""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_34,1637713822547,1689053982972,Version 1.0,GB,Stripe,Version 12.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1658931605931,1728551642591,1642061647424,1630056260149,1638496849802,1628113216685,,,3,642.55,App Store,GB,t,prod_2,,Active,,,,PURCHASED,user34@example.com,,google,campaign_34,ad_group_34,ad_34,keyword_34,creative_34,idfa_34,idfv_34,gps_ad_id_34,"{""attribute_key"": ""value_34""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_35,1673301569841,1608153150600,Version 1.0,AU,Stripe,Version 14.0,3.1.0,en_US,,,t,rc_promo_promotional_testing_lifetime,prod_1,f,1622042568650,1651563829167,1664278542126,1608840239521,1598412437658,1618000194748,,,3,179.63,Google Play,GB,t,"prod_4,prod_1,prod_3",1619589000281.0,Active,,,,PURCHASED,user35@example.com,,facebook,campaign_35,ad_group_35,ad_35,keyword_35,creative_35,idfa_35,idfv_35,gps_ad_id_35,"{""attribute_key"": ""value_35""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_36,1581406196689,1593410192216,Version 2.0,,iOS,Version 13.0,3.1.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1718228625924,1709619003089,1644016338978,1671107089669,1659176705739,1609145752078,,,3,849.31,Web,GB,t,"prod_1,prod_4",1706560903678.0,Sandbox,,,,PURCHASED,user36@example.com,,facebook,campaign_36,ad_group_36,ad_36,keyword_36,creative_36,idfa_36,idfv_36,gps_ad_id_36,"{""attribute_key"": ""value_36""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_37,1698415605057,1629098063937,Version 2.0,GB,iOS,Version 15.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1588239725347,1604421778402,1695337015337,1656962413941,1659776256509,1598393163526,,1621035234816.0,1,601.94,Google Play,GB,t,"prod_5,prod_1,prod_3",1579770308984.0,Active,,,,FAMILY_SHARED,user37@example.com,,organic,campaign_37,ad_group_37,ad_37,keyword_37,creative_37,idfa_37,idfv_37,gps_ad_id_37,"{""attribute_key"": ""value_37""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_38,1625111591387,1712498956834,Version 2.0,CA,Stripe,Version 15.0,3.1.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1592126420796,1587834709563,1728072120148,1589592846478,1730125698189,1659604869229,,,3,576.34,App Store,GB,t,"prod_3,prod_3,prod_5",1628298846237.0,Expired,,,,PURCHASED,user38@example.com,,organic,campaign_38,ad_group_38,ad_38,keyword_38,creative_38,idfa_38,idfv_38,gps_ad_id_38,"{""attribute_key"": ""value_38""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_39,1697978796565,1641883263685,Version 3.0,CA,Android,Version 15.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1721090191716,1726549879599,1722013364410,1716356674844,1589264481678,1688364428905,,1622828999132.0,5,763.23,Google Play,GB,f,"prod_2,prod_3,prod_2",,Active,,,,PURCHASED,user39@example.com,,facebook,campaign_39,ad_group_39,ad_39,keyword_39,creative_39,idfa_39,idfv_39,gps_ad_id_39,"{""attribute_key"": ""value_39""}"
